# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "16" "-Q" "0" "-M" "-a" "/mnt/Scripts/SHARE-seq-alignment//gtf/mm10.gencode.gtf" "-t" "gene" "-g" "gene_name" "-o" "example_RNA.mm10.feature.count.txt" "-R" "BAM" "example_RNA.mm10.exon.featureCounts.bam" 
Geneid	Chr	Start	End	Strand	Length	example_RNA.mm10.exon.featureCounts.bam
Mir92-1	chr14	115044427	115044506	+	80	0
Gpc5	chr14	115092215	116525179	+	1432965	2
4930505G20Rik	chr14	115396551	115409552	-	13002	0
Gm18367	chr14	115555923	115556522	-	600	0
Gm20713	chr14	115788144	115871278	-	83135	0
Gm38045	chr14	116750215	116751129	+	915	0
Gpc6	chr14	116925315	117976544	+	1051230	0
Mir6239	chr14	117953743	117953847	-	105	0
Dct	chr14	118012790	118052244	-	39455	0
4930435M08Rik	chr14	118044974	118046864	+	1891	0
Tgds	chr14	118111911	118132755	-	20845	0
Gpr180	chr14	118137158	118163261	+	26104	0
4933431J24Rik	chr14	118209378	118213145	+	3768	0
Sox21	chr14	118233232	118237030	-	3799	0
Gm4675	chr14	118236232	118261199	+	24968	0
Mir6241	chr14	118258634	118258736	+	103	0
Gm9376	chr14	118266960	118267688	+	729	0
Gm23669	chr14	118299990	118300117	+	128	0
Gm32093	chr14	118322977	118325899	+	2923	0
Gm26791	chr14	118363732	118384768	+	21037	0
1700044C05Rik	chr14	118365878	118398170	+	32293	0
Gm5672	chr14	118375261	118376194	-	934	0
Abcc4	chr14	118482692	118706219	-	223528	0
Gm49033	chr14	118564072	118564343	+	272	0
Gm23302	chr14	118585039	118585138	+	100	0
Mir6391	chr14	118592369	118592472	-	104	0
Gm27198	chr14	118727794	118735145	-	7352	0
Gm22379	chr14	118775152	118775282	+	131	0
Cldn10	chr14	118787908	118875489	+	87582	0
n-R5s51	chr14	118826909	118827031	-	123	0
Dzip1	chr14	118875520	118925460	-	49941	1
Gm49179	chr14	118875882	118880860	+	4979	0
Dnajc3	chr14	118937976	118981697	+	43722	0
Gm49768	chr14	118982994	118983760	-	767	0
Uggt2	chr14	118985039	119099430	-	114392	0
Gm16835	chr14	119098965	119115074	+	16110	0
Hs6st3	chr14	119138341	119869815	+	731475	10
Gm6087	chr14	119278424	119279086	+	663	0
Gm6212	chr14	119644012	119644231	+	220	0
1700006F04Rik	chr14	119749225	119751564	+	2340	0
Gm48985	chr14	119784759	119785094	-	336	0
4930404K13Rik	chr14	119798978	119817574	+	18597	0
Oxgr1	chr14	120019585	120042435	-	22851	0
Gm20167	chr14	120077510	120077659	+	150	0
Gm4681	chr14	120089943	120195452	-	105510	0
Gm48997	chr14	120129924	120130603	-	680	0
Mbnl2	chr14	120275669	120431697	+	156029	1
Gm26679	chr14	120384859	120388985	-	4127	0
Rap2a	chr14	120478444	120507194	+	28751	0
Gm49008	chr14	120632962	120660850	+	27889	0
Rpl19-ps5	chr14	120713078	120713666	+	589	0
Gm17613	chr14	120749185	120750062	+	878	0
Gm25781	chr14	120798853	120798936	+	84	0
Gm41253	chr14	120805143	120806284	-	1142	0
Gm18076	chr14	120815127	120815740	-	614	0
Gm9391	chr14	120827158	120827546	+	389	0
Ipo5	chr14	120911224	120947999	+	36776	0
Farp1	chr14	121035200	121283744	+	248545	0
B930095G15Rik	chr14	121248706	121253971	+	5266	0
Stk24	chr14	121286343	121380011	-	93669	0
Gm49031	chr14	121385505	121385956	-	452	0
Gm33299	chr14	121451730	121455762	-	4033	0
Slc15a1	chr14	121459621	121505252	-	45632	0
Gm49035	chr14	121507013	121519130	-	12118	0
Gm4529	chr14	121523544	121523748	+	205	0
Dock9	chr14	121542046	121797837	-	255792	0
Gm9395	chr14	121831014	121831458	+	445	0
1810041H14Rik	chr14	121876725	121879409	-	2685	0
Ubac2	chr14	121878620	122021034	+	142415	0
Gpr18	chr14	121911253	121915781	-	4529	0
Gpr183	chr14	121952551	121965195	-	12645	0
Timm8a2	chr14	122034674	122038420	+	3747	0
Gm49236	chr14	122064351	122091226	-	26876	0
A330035P11Rik	chr14	122103430	122106974	-	3545	0
Tm9sf2	chr14	122107038	122159604	+	52567	0
Gm6254	chr14	122117938	122119009	+	1072	0
Gm17082	chr14	122121553	122122643	+	1091	0
Clybl	chr14	122181704	122402234	+	220531	0
1700108J01Rik	chr14	122229905	122233654	-	3750	0
Gm5089	chr14;chr14	122365239;122434854	122406743;122451115	-;-	57767	0
Gm25464	chr14	122388054	122388160	-	107	0
Zic5	chr14	122456795	122465677	-	8883	0
2610035F20Rik	chr14	122470284	122475199	-	4916	0
Zic2	chr14	122475435	122479852	+	4418	0
Gm10837	chr14	122490586	122492121	+	1536	0
Gm9399	chr14	122494613	122495251	-	639	0
Gm18143	chr14	122513439	122513829	-	391	0
Pcca	chr14	122534324	122891100	+	356777	2
Gm49259	chr14	122609119	122610113	-	995	0
Gm49260	chr14	122686316	122688378	+	2063	0
Ggact	chr14	122816223	122913757	-	97535	0
4930594M22Rik	chr14;chr14	122913030;122952119	122937469;122956343	+;+	28665	0
Tmtc4	chr14	122918971	122984035	-	65065	1
AA536875	chr14	123043282	123265002	+	221721	1
Gm49294	chr14	123165302	123165485	-	184	0
Nalcn	chr14	123276634	123627144	-	350511	4
Gm49297	chr14	123386566	123389370	-	2805	0
Itgbl1	chr14	123659971	123975618	+	315648	0
Gm9308	chr14	123698141	123698588	-	448	0
Gm25272	chr14	123933718	123933845	+	128	0
Fgf14	chr14	123977907	124677127	-	699221	11
Gm28932	chr14	123979210	123980619	+	1410	0
Gm15422	chr14	123985276	123985816	-	541	0
1700024B18Rik	chr14	123987635	124015684	+	28050	0
Gm49070	chr14	124398691	124398972	+	282	0
Gm49071	chr14	124531952	124532403	+	452	0
Olfr277-ps1	chr14	124589055	124589339	+	285	0
Gm49069	chr14	124608482	124612492	-	4011	0
4930404O17Rik	chr14	124730320	124742797	-	12478	0
Gm9614	chr15	3053108	3053989	+	882	0
Gm49222	chr15	3115609	3115772	+	164	0
Gm49231	chr15	3128564	3160964	+	32401	0
Gm49232	chr15	3177707	3180308	+	2602	0
Gm7962	chr15	3217391	3219698	-	2308	0
Selenop	chr15	3268547	3280508	+	11962	0
Ccdc152	chr15	3280070	3303526	-	23457	0
Ghr	chr15	3317760	3583492	-	265733	2
Gm22031	chr15	3603272	3603397	-	126	0
Gm4823	chr15	3745892	3746875	-	984	0
Gm23228	chr15	3798912	3799181	+	270	0
Gm17873	chr15	3929985	3930560	+	576	0
Fbxo4	chr15	3965445	3979573	-	14129	0
AW549877	chr15	3982035	3995744	-	13710	0
Gm49286	chr15	3991994	3992095	-	102	0
Gm2093	chr15	3996039	4015858	+	19820	0
BC037032	chr15	4020114	4027405	-	7292	0
Oxct1	chr15	4026383	4155344	+	128962	0
Gm15632	chr15	4069226	4072032	-	2807	0
Gm49301	chr15	4244312	4244645	-	334	0
Plcxd3	chr15	4375491	4575553	+	200063	1
C6	chr15	4727175	4814967	+	87793	0
Gm49073	chr15	4823357	4823667	-	311	0
Gm49074	chr15	4847387	4847711	+	325	0
Gm16374	chr15	4885120	4886118	+	999	0
Mroh2b	chr15	4898737	4962205	+	63469	0
C7	chr15	4988762	5063740	-	74979	0
Gm25652	chr15	5035360	5035462	+	103	0
Gm16077	chr15	5092547	5093201	+	655	0
Card6	chr15	5095981	5108539	-	12559	0
Rpl37	chr15	5116645	5119140	+	2496	0
Snord72	chr15	5118404	5118484	+	81	0
Gm10250	chr15	5120654	5121135	-	482	0
Prkaa1	chr15	5143861	5181899	+	38039	0
Gm15938	chr15	5175085	5185723	-	10639	0
Ttc33	chr15	5185525	5218336	+	32812	0
Ptger4	chr15	5206661	5244187	-	37527	0
Gm15937	chr15	5208913	5210147	+	1235	0
Gm49093	chr15	5280946	5281350	+	405	0
Gm2157	chr15	5301680	5302046	-	367	0
Gm2150	chr15	5315333	5315861	-	529	0
Gm46496	chr15	5464175	5464916	+	742	0
5430437J10Rik	chr15	5496266	5594984	+	98719	0
Gm18715	chr15	5714034	5714303	+	270	0
Gm27760	chr15	5864306	5864419	+	114	0
Gm8043	chr15	5866235	5867093	+	859	0
Gm49095	chr15	5951444	5952359	+	916	0
Gm8047	chr15	6034961	6035820	+	860	0
Gm23139	chr15	6151217	6151348	-	132	0
Dab2	chr15	6299788	6440712	+	140925	0
Gm16311	chr15	6303244	6309913	-	6670	0
Gm18888	chr15	6329240	6329876	-	637	0
C9	chr15	6445327	6498751	+	53425	0
Gm23218	chr15	6500697	6500972	+	276	0
Fyb	chr15	6522853	6663313	+	140461	0
Gm2245	chr15	6604341	6654303	-	49963	0
Gm7666	chr15	6653923	6654741	+	819	0
Rictor	chr15	6708379	6800401	+	92023	4
Osmr	chr15	6813577	6874969	-	61393	0
Gm38282	chr15	6996037	7002508	+	6472	0
Lifr	chr15	7090614	7197489	+	106876	1
Egflam	chr15	7206120	7398395	-	192276	0
Gm16030	chr15	7341914	7342516	+	603	0
Gm16029	chr15	7397897	7411381	+	13485	1
Gm49206	chr15	7575993	7576242	-	250	0
Gm37743	chr15	7669965	7670340	-	376	0
Gm49207	chr15	7760714	7760992	+	279	0
Gm19227	chr15	7779036	7780046	+	1011	0
Gdnf	chr15	7810846	7837575	+	26730	0
Wdr70	chr15	7873055	8099209	-	226155	0
Rpl19-ps6	chr15	7975075	7975660	+	586	0
Gm27529	chr15	7975328	7975407	+	80	0
Nup155	chr15	8109273	8161247	+	51975	0
Cplane1	chr15	8169106	8271158	+	102053	1
Gm24144	chr15	8220004	8220114	+	111	0
Nipbl	chr15	8290617	8444463	-	153847	1
Gm49247	chr15	8480871	8481945	-	1075	0
Gm31282	chr15	8482119	8500343	+	18225	0
Gm49249	chr15	8512327	8532794	+	20468	0
Gm2310	chr15	8518060	8520472	-	2413	0
Gm2348	chr15	8529135	8529434	-	300	0
Gm49250	chr15	8529435	8529591	-	157	0
Slc1a3	chr15	8634124	8710764	-	76641	0
Gm37310	chr15	8652106	8655073	-	2968	0
Gm5043	chr15	8914484	8915303	+	820	0
Gm5210	chr15	8917798	8929171	-	11374	0
Ranbp3l	chr15	8967949	9067335	+	99387	0
Nadk2	chr15	9071260	9110891	+	39632	0
Skp2	chr15	9111985	9155425	-	43441	0
Lmbrd2	chr15	9140550	9202483	+	61934	0
Gm8139	chr15	9250522	9261327	-	10806	0
Ugt3a1	chr15	9276888	9315032	+	38145	0
Ugt3a2	chr15	9335550	9370955	+	35406	0
Gm5219	chr15	9407188	9433005	+	25818	0
Capsl	chr15	9436028	9466038	+	30011	0
Gm50456	chr15	9475502	9475602	+	101	0
Il7r	chr15	9505788	9530176	-	24389	0
Spef2	chr15	9578193	9748868	-	170676	0
Gm26350	chr15	10051826	10052113	+	288	0
Prlr	chr15	10177238	10349180	+	171943	0
Gm21973	chr15	10325380	10373749	+	48370	0
Agxt2	chr15	10358532	10410153	+	51622	0
Dnajc21	chr15	10446756	10470516	-	23761	0
Brix1	chr15	10474779	10485947	-	11169	0
Rad1	chr15	10486018	10499063	+	13046	0
Ttc23l	chr15	10500102	10558668	-	58567	0
Gm17044	chr15	10525623	10526881	-	1259	0
Gm8174	chr15	10560524	10561524	-	1001	0
Rai14	chr15	10568969	10714624	-	145656	1
Gm10389	chr15	10600293	10611651	+	11359	0
4930556M19Rik	chr15	10714836	10790123	+	75288	0
Gm19276	chr15	10814792	10835214	+	20423	0
Gm29742	chr15	10917437	10917821	+	385	0
Gm49068	chr15	10938122	10938544	+	423	0
C1qtnf3	chr15	10952332	10980150	+	27819	0
Amacr	chr15	10981756	10996626	+	14871	0
Slc45a2	chr15	11000721	11029233	+	28513	0
Rxfp3	chr15	11033717	11037991	-	4275	0
Adamts12	chr15	11064790	11349231	+	284442	0
Gm24844	chr15	11361611	11361737	-	127	0
Tars	chr15	11382301	11399665	-	17365	0
Gm49106	chr15	11625097	11630746	-	5650	0
Gm49107	chr15	11630729	11638325	+	7597	0
Gm41271	chr15	11696810	11703703	-	6894	0
Npr3	chr15	11839896	11907287	-	67392	3
Gm5144	chr15	11906519	11907464	+	946	0
1700047G03Rik	chr15	11964276	11970086	+	5811	0
Gm24074	chr15	11965330	11965589	+	260	0
Sub1	chr15	11981339	11996983	-	15645	0
Gm2559	chr15	12031565	12031927	-	363	0
Gm34759	chr15	12068248	12085197	-	16950	0
Zfr	chr15	12117831	12185683	+	67853	2
Gm25713	chr15	12158333	12158441	-	109	0
Mir1898	chr15	12171492	12171574	+	83	0
Gm2573	chr15	12181147	12181464	+	318	0
Gm49240	chr15	12194907	12196619	-	1713	0
Gm2581	chr15	12198302	12198472	-	171	0
Mtmr12	chr15	12205028	12274496	+	69469	0
Gm46497	chr15	12286669	12287453	+	785	0
1810049J17Rik	chr15	12321438	12321899	-	462	0
Golph3	chr15	12321450	12351591	+	30142	0
Pdzd2	chr15	12359711	12739924	-	380214	2
Gm24135	chr15	12572430	12572530	-	101	0
Gm2606	chr15	12574889	12575890	+	1002	0
F830212C03Rik	chr15	12633062	12635346	-	2285	0
Gm24302	chr15	12695124	12695224	+	101	0
Gm49276	chr15	12757098	12757464	-	367	0
Gm17756	chr15	12765172	12765375	-	204	0
Gm49277	chr15	12804782	12805173	-	392	0
6030458C11Rik	chr15	12808177	12824649	-	16473	0
Drosha	chr15	12824815	12935291	+	110477	2
Gm47288	chr15	12842096	12842235	+	140	0
Gm49100	chr15	12955722	12960267	+	4546	0
Gm24664	chr15	12980829	12980928	+	100	0
Cdh6	chr15	13028701	13173675	-	144975	0
Gm8238	chr15	13418422	13418856	-	435	0
Gm4940	chr15	13452316	13453112	+	797	0
Gm49112	chr15	13481349	13481637	+	289	0
Gm18714	chr15	13713972	13714241	-	270	0
Gm49113	chr15	13754781	13761027	-	6247	0
Gm49114	chr15	13838057	13840486	+	2430	0
Gm49115	chr15	14142955	14143227	+	273	0
Gm49116	chr15	14459376	14480986	+	21611	0
Gm9630	chr15	14465785	14466669	+	885	0
Gm24080	chr15	14735053	14735284	-	232	0
Gm49118	chr15	15138187	15138709	+	523	0
Gm49119	chr15	15324779	15325195	-	417	0
4930557F08Rik	chr15	15779994	15823424	+	43431	0
Gm25550	chr15	15819227	15819354	+	128	0
Gm49122	chr15	15875791	15876072	+	282	0
Gm29753	chr15	15943431	15943915	+	485	0
Gm6479	chr15	16206927	16207953	-	1027	0
Gm41276	chr15	16489015	16496812	-	7798	0
Gm49126	chr15	16496911	16549904	+	52994	0
Gm2611	chr15	16599958	16600562	-	605	0
Cdh9	chr15	16728756	16857094	+	128339	0
Gm49127	chr15	16830234	16850964	-	20731	0
Gm49128	chr15	17025339	17076939	-	51601	0
Gm22032	chr15	17591566	17591681	-	116	0
Gm2638	chr15	17895690	17897697	-	2008	0
Gm22895	chr15	17935578	17935885	+	308	0
Gm18532	chr15	18007430	18007845	+	416	0
Gm24713	chr15	18009263	18009369	-	107	0
Gm41277	chr15	18057826	18064111	-	6286	0
4921515E04Rik	chr15	18078118	18369627	-	291510	0
Gm8318	chr15	18163881	18164752	+	872	0
Gm49138	chr15	18385349	18385441	-	93	0
Gm49139	chr15	18479336	18479799	+	464	0
Gm49140	chr15	18635706	18636006	+	301	0
C030047K22Rik	chr15	18697684	18818774	-	121091	0
Cdh10	chr15	18818947	19014236	+	195290	2
Gm8328	chr15	19066151	19066569	-	419	0
Gm35496	chr15	19185373	19203329	+	17957	0
Gm18533	chr15	19204246	19205844	+	1599	0
Gm49160	chr15	19237749	19240281	+	2533	0
Gm49162	chr15	19302948	19395422	-	92475	1
Gm49161	chr15	19305320	19306302	+	983	0
Gm8341	chr15	19454755	19456352	-	1598	0
Gm49166	chr15	19678232	19691806	+	13575	0
Gm18741	chr15	19749723	19750440	+	718	0
Gm46498	chr15	19756404	19756819	+	416	0
Gm49176	chr15	20018466	20018865	-	400	0
Gm25976	chr15	20184832	20184961	+	130	0
Gm37815	chr15	20239299	20240650	-	1352	0
Gm19207	chr15	20283285	20284041	-	757	0
Gm49177	chr15	20329490	20329869	+	380	0
Gm49178	chr15	20423361	20423657	+	297	0
Gm49685	chr15	20449119	20979940	+	530822	0
Cdh12	chr15	20449265	21589533	+	1140269	1
Gm49182	chr15	20584781	20586753	+	1973	0
Acot10	chr15	20665214	20666750	-	1537	0
Gm25711	chr15	20908872	20908999	+	128	0
Gm27397	chr15	20920214	20920320	+	107	0
Gm19371	chr15	21049389	21049676	+	288	0
Gm25101	chr15	21114369	21114475	+	107	0
Gm38234	chr15	21180157	21180577	+	421	0
Gm44373	chr15	21947331	21947499	-	169	0
Gm49187	chr15	21958432	21959811	+	1380	0
Gm27525	chr15	22274070	22274176	+	107	0
Cdh18	chr15	22549022	23474418	+	925397	2
Hnrnpa1l2-ps2	chr15	22713868	22714830	-	963	0
Gm19840	chr15	22935487	22937241	+	1755	0
Gm24656	chr15	23154734	23154865	+	132	0
Gm49191	chr15	23401464	23414457	-	12994	0
Gm6533	chr15	23489891	23490498	+	608	0
Gm48915	chr15	23623941	23624200	-	260	0
Gm23980	chr15	23646420	23646577	-	158	0
Gm48916	chr15	23725793	23729653	-	3861	0
Gm18582	chr15	23851740	23853910	-	2171	0
Gm48918	chr15	24095965	24099207	-	3243	0
Gm48919	chr15	24129821	24130185	-	365	0
Gm8408	chr15	24203884	24205570	-	1687	0
Gm49729	chr15	24254986	24375675	-	120690	0
Gm36147	chr15	24357462	24358914	+	1453	0
4930540I17Rik	chr15	24373610	24375627	-	2018	0
Gm48920	chr15	24605059	24605478	-	420	0
Gm48921	chr15	24650868	24651141	+	274	0
Gm2803	chr15	24724160	24724793	-	634	0
Gm22810	chr15	24820545	24820702	-	158	0
Gm35769	chr15	24849672	24907208	-	57537	0
Gm2824	chr15	24981620	25027358	-	45739	0
Gm35996	chr15	25101020	25128404	-	27385	0
9230109A22Rik	chr15	25137530	25238830	-	101301	0
5830426I08Rik	chr15	25225503	25225854	-	352	0
Gm38341	chr15	25227517	25228031	-	515	0
4930445E18Rik	chr15	25285802	25332659	-	46858	0
Basp1	chr15	25363277	25413764	-	50488	1
Gm5468	chr15	25414192	25414873	+	682	0
Gm48956	chr15	25414637	25445640	-	31004	0
Gm48957	chr15	25415022	25464362	+	49341	0
Gm36642	chr15	25528879	25593091	-	64213	0
Myo10	chr15	25622525	25813673	+	191149	1
Gm48996	chr15	25634627	25638243	+	3617	0
Gm2862	chr15	25681798	25682125	+	328	0
Gm4824	chr15	25840120	25840611	-	492	0
Retreg1	chr15	25843180	25973687	+	130508	1
Mir7212	chr15	25948227	25948287	+	61	0
Zfp622	chr15	25984366	25998481	+	14116	0
Gm41279	chr15	26054365	26062438	-	8074	0
Marchf11	chr15	26309048	26409576	+	100529	0
Fbxl7	chr15	26540459	26895580	-	355122	0
Gm49267	chr15	26609503	26644048	+	34546	0
9430068D22Rik	chr15	26644635	26645289	-	655	0
Gm49265	chr15	26672937	26674753	-	1817	0
Gm49268	chr15	26688400	26691667	+	3268	0
Gm6330	chr15	26728270	26730767	-	2498	0
Gm49266	chr15	26743232	26746137	-	2906	0
Gm6576	chr15	27025328	27026210	+	883	0
Gm23903	chr15	27061736	27061866	-	131	0
Gm19111	chr15	27367939	27369441	+	1503	0
Gm36899	chr15	27459835	27463449	-	3615	0
Ank	chr15	27466677	27594909	+	128233	0
Tiaf2	chr15	27479006	27480902	+	1897	0
B230362B09Rik	chr15	27503912	27505532	+	1621	0
Otulin	chr15	27542635	27630693	-	88059	0
Mir7117	chr15	27571494	27571558	+	65	0
Gm46506	chr15	27636511	27636895	+	385	0
Otulinl	chr15	27655069	27681579	-	26511	2
Trio	chr15	27730651	28025848	-	295198	0
Gm9891	chr15	27856307	27857113	+	807	0
Gm20555	chr15	27863799	27867231	-	3433	0
Gm19883	chr15	28041009	28041489	+	481	0
Gm31458	chr15	28053099	28118452	-	65354	0
Gm8472	chr15	28123259	28123621	-	363	0
Gm49233	chr15	28154101	28155462	-	1362	0
Gm49234	chr15	28190894	28192122	-	1229	0
Dnah5	chr15	28203752	28472052	+	268301	0
Gm49278	chr15	28504755	28505191	-	437	0
Gm49279	chr15	28540214	28540471	-	258	0
Gm8484	chr15	28718667	28720086	-	1420	0
Gm49280	chr15	28855004	28857772	+	2769	0
Mir3964	chr15	29713331	29713404	-	74	0
Gm23033	chr15	29888341	29888474	-	134	0
Gm49281	chr15	29948277	29948370	-	94	0
Gm24554	chr15	30004062	30004134	-	73	0
Gm23327	chr15	30004186	30004263	-	78	0
Gm5212	chr15	30012294	30013065	+	772	0
Gm26163	chr15	30052379	30052556	-	178	0
Ctnnd2	chr15	30172593	31029341	+	856749	5
Gm49283	chr15	30428844	30430233	+	1390	0
Gm23956	chr15	30590287	30590405	+	119	0
4930570B17Rik	chr15	30597094	30626621	-	29528	0
Gm24487	chr15	30601514	30601576	+	63	0
9630009A06Rik	chr15	30961300	30962878	-	1579	0
4930430F21Rik	chr15	31039128	31043331	+	4204	0
Gm26416	chr15	31194205	31194338	-	134	0
Dap	chr15	31224314	31274341	+	50028	0
Fam136b-ps	chr15	31276491	31276902	+	412	0
Gm49296	chr15	31282089	31283136	+	1048	0
Ankrd33b	chr15	31291478	31367726	-	76249	0
Gm49300	chr15	31368362	31370305	+	1944	0
Ropn1l	chr15	31441211	31453737	-	12527	0
Gm6361	chr15	31446383	31446817	-	435	0
Gm49208	chr15	31453738	31454901	+	1164	0
Marchf6	chr15	31455891	31531053	-	75163	0
Gm49214	chr15	31462281	31462631	+	351	0
Gm49216	chr15	31481756	31486929	-	5174	0
Gm49215	chr15	31520924	31521273	-	350	0
Cmbl	chr15	31565389	31590119	+	24731	0
Cct5	chr15	31590800	31601804	-	11005	0
Atpsckmt	chr15	31601852	31621227	+	19376	0
Gm49284	chr15	31621972	31624035	+	2064	0
Gm46522	chr15	31654770	31655566	-	797	0
Gm18003	chr15	31730899	31733638	-	2740	0
Gm49285	chr15	32049951	32051353	+	1403	0
Tas2r119	chr15	32177289	32178294	+	1006	0
4930518I17Rik	chr15	32226385	32227040	+	656	0
Snhg18	chr15	32240565	32244662	-	4098	0
Snord123	chr15	32241853	32241923	-	71	0
Sema5a	chr15	32244810	32696341	+	451532	2
4930465K09Rik	chr15	32619744	32623505	-	3762	0
Gm41289	chr15	32757416	32773152	-	15737	0
Gm32618	chr15	32778904	32796006	+	17103	0
Sdc2	chr15	32920723	33034935	+	114213	1
Gm32764	chr15	33046021	33073523	-	27503	0
Cpq	chr15	33083129	33594552	+	511424	0
1700084J12Rik	chr15	33403985	33405976	-	1992	0
Gm24476	chr15	33589606	33589736	-	131	0
4930592A05Rik	chr15	33593881	33653436	-	59556	0
Tspyl5	chr15	33683875	33687884	-	4010	0
Gm49088	chr15	33757470	33757789	-	320	0
Gm49089	chr15	33831448	33834353	+	2906	0
Gm9643	chr15	34012652	34013022	+	371	0
Gm41290	chr15	34021995	34037780	-	15786	0
Gm49091	chr15	34053118	34053267	+	150	0
Mtdh	chr15	34082694	34145624	+	62931	1
9930017N22Rik	chr15	34126944	34130688	+	3745	0
Gm24500	chr15	34139253	34139376	-	124	0
Laptm4b	chr15	34238028	34284302	+	46275	2
Gm18949	chr15	34268527	34269829	-	1303	0
Gm25809	chr15	34288819	34288870	-	52	0
Matn2	chr15	34306677	34436273	+	129597	1
9430069I07Rik	chr15	34349051	34357872	-	8822	0
Rpl30	chr15	34440505	34443640	-	3136	0
Gm24523	chr15	34440791	34440922	-	132	0
D730044K07Rik	chr15	34442980	34444812	+	1833	0
Erich5	chr15	34453305	34473892	+	20588	0
Gm49188	chr15	34481707	34483829	+	2123	0
Rida	chr15	34484021	34495255	-	11235	0
Pop1	chr15	34495304	34530648	+	35345	0
Gm49195	chr15	34531560	34531698	+	139	0
Gm22208	chr15	34531714	34531823	+	110	0
Nipal2	chr15	34572799	34679212	-	106414	0
4930413F20Rik	chr15	34675073	34679204	+	4132	0
Gm48932	chr15	34823180	34826429	-	3250	0
Kcns2	chr15	34837355	34843407	+	6053	0
Stk3	chr15	34875496	35178921	-	303426	1
Gm33497	chr15	35200804	35273666	+	72863	0
Osr2	chr15	35296098	35303305	+	7208	0
BC048602	chr15	35307005	35328535	-	21531	0
Gm48960	chr15	35368453	35373147	-	4695	0
Vps13b	chr15	35371160	35931229	+	560070	1
Gm24771	chr15	35487400	35487536	+	137	0
Gm48966	chr15	35568243	35569885	+	1643	0
Gm7968	chr15	35589314	35591638	+	2325	0
Mir599	chr15	35660831	35660918	-	88	0
Mir875	chr15	35660970	35661047	-	78	0
Gm18994	chr15	35733604	35734622	+	1019	0
9130002K18Rik	chr15	35787154	35790279	+	3126	0
Gm48965	chr15	35855394	35857791	+	2398	0
Gm48961	chr15	35860510	35863368	+	2859	0
Cox6c	chr15	35925886	35938246	-	12361	0
Rgs22	chr15	36009479	36140400	-	130922	0
Gm25372	chr15	36028898	36029152	+	255	0
Gm18889	chr15	36119998	36120926	-	929	0
Fbxo43	chr15	36150060	36164884	-	14825	0
Gm22979	chr15	36169796	36169954	+	159	0
Polr2k	chr15	36174010	36177010	+	3001	0
Spag1	chr15	36178099	36235621	+	57523	0
Gm23754	chr15	36205260	36205322	+	63	0
Gm41293	chr15	36206374	36210705	-	4332	0
Rnf19a	chr15	36239933	36283147	-	43215	0
Mir8097	chr15	36240046	36240164	-	119	0
Gm9501	chr15	36299624	36300475	+	852	0
Rpl7a-ps3	chr15	36308149	36308944	-	796	0
Gm33936	chr15	36341217	36367117	-	25901	0
Gm34150	chr15	36375049	36376090	+	1042	0
Gm34093	chr15	36375343	36390172	-	14830	0
Gm49224	chr15	36433319	36436691	-	3373	0
Ankrd46	chr15	36477668	36496820	-	19153	0
Gm49246	chr15	36499977	36503431	-	3455	0
Snx31	chr15	36504062	36555573	-	51512	0
Gm44310	chr15	36583544	36583669	+	126	0
Pabpc1	chr15	36595661	36609668	-	14008	0
Gm49262	chr15	36629160	36629991	+	832	0
Gm6704	chr15	36629645	36629869	-	225	0
Gm46515	chr15	36632769	36695665	-	62897	0
Gm10385	chr15	36690103	36694949	+	4847	0
Gm49263	chr15	36723647	36725236	+	1590	0
Ywhaz	chr15	36770770	36796929	-	26160	1
Gm25303	chr15	36798698	36798771	-	74	0
Gm49282	chr15	36842816	36844338	+	1523	0
Gm10384	chr15	36870501	36879816	-	9316	0
Gm41300	chr15	36906611	36931686	-	25076	0
Gm34590	chr15	36938864	36949605	+	10742	0
Zfp706	chr15	36997027	37007773	-	10747	0
Gm26766	chr15	37007523	37044100	+	36578	0
Gm9509	chr15	37171058	37172404	-	1347	0
Gm8664	chr15	37181345	37182701	-	1357	0
Gm16136	chr15	37231793	37233309	-	1517	0
Grhl2	chr15	37233036	37363569	+	130534	0
Gm16137	chr15	37242403	37243162	-	760	0
Gm16138	chr15	37331989	37332809	-	821	0
Ncald	chr15	37366175	37792570	-	426396	0
Gm28221	chr15	37367205	37368498	+	1294	0
Gm23654	chr15	37371322	37371447	-	126	0
Gm15941	chr15	37421134	37433414	-	12281	0
Gm8668	chr15	37421248	37422694	+	1447	0
4930447A16Rik	chr15	37425554	37440644	+	15091	0
Gm49397	chr15	37432477	37734335	-	301859	0
Gm3267	chr15	37492756	37493228	+	473	0
Gm49311	chr15	37559026	37561830	-	2805	0
Gm24833	chr15	37603415	37603534	-	120	0
Gm15942	chr15	37700704	37720853	+	20150	0
Gm15940	chr15	37762832	37765401	-	2570	0
Rps19-ps5	chr15	37868086	37868488	+	403	0
Gm35019	chr15	37892995	37899716	-	6722	0
Rrm2b	chr15	37923952	37961318	-	37367	1
Gm3362	chr15	37943327	37943792	-	466	0
Gm49085	chr15	37960471	37966218	+	5748	0
Ubr5	chr15	37967328	38078854	-	111527	2
Gm22353	chr15	38058285	38058420	+	136	0
Gm49312	chr15	38079102	38079563	+	462	0
Gm35167	chr15	38184009	38202217	-	18209	0
